业务线,序号,任务ID,任务名称,创建人,任务状态,创建时间,预计完成时间,实际完成时间,任务延期时长/天,任务总时长/天,预算单ID,预算单名称,WBS编号,利润中心,利润中心编号,一级部门,二级部门,三级部门,数据量（张）,数据存储,数据集群,费用（元）,账单确认,是否有数据包被打回,任务流程
DX,DX-BZ-2023-0040,16591,检测测试集-20230302人工回流数据检测标注,储祥翠,任务完成,2023/3/3,2023/3/3,2023/3/13,10,10,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4247,lustre,SH-40,1194.63,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-07) -> 标注验收通过(2023-03-13) 
DX,DX-BZ-2023-0041,16602,senselive标注AI park球馆篮球检测框,冯律,任务完成,2023/3/3,2023/3/4,2023/3/21,17,18,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,12000,lustre,SH-40,1697.97,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-21) 
DX,DX-BZ-2023-0042,16608,0号机20230225-0302人工回流数据检测标注-抽样100单,储祥翠,任务完成,2023/3/3,2023/3/7,2023/3/6,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6619,lustre,SH-40,1365.89,已确认,FALSE,创建(2023-03-03) -> 文件上传(2023-03-03) -> 文件上传成功(2023-03-03) -> 运营调整任务完成时间(2023-03-03) -> 审核通过(2023-03-03) -> 标注完成(2023-03-06) -> 标注验收通过(2023-03-06) 
DX,DX-BZ-2023-0032,16547,篮球检测标注,王俊豪,任务完成,2023/2/28,2023/3/1,2023/3/15,14,15,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,16006,lustre,SH-40,818.37,已确认,FALSE,创建(2023-02-28) -> 文件上传(2023-02-28) -> 文件上传成功(2023-02-28) -> 运营调整任务完成时间(2023-03-01) -> 审核通过(2023-03-01) -> 标注完成(2023-03-01) -> 标注验收通过(2023-03-15) 
DX,DX-BZ-2023-0031,16515,snow51的关键点标注,王俊豪,任务完成,2023/2/27,2023/2/28,2023/3/15,15,16,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1000,lustre,SH-40,1465.93,已确认,FALSE,创建(2023-02-27) -> 文件上传(2023-02-27) -> 文件上传成功(2023-02-27) -> 运营调整任务完成时间(2023-02-27) -> 审核通过(2023-02-27) -> 标注完成(2023-02-28) -> 标注验收通过(2023-03-15) 
DX,DX-BZ-2023-0030,16493,0号机20230221-23人工回流数据检测标注2,储祥翠,任务完成,2023/2/24,2023/2/24,2023/2/24,0,0,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2713,lustre,SH-40,421.2,已确认,FALSE,创建(2023-02-24) -> 文件上传(2023-02-24) -> 文件上传成功(2023-02-24) -> 运营调整任务完成时间(2023-02-24) -> 审核通过(2023-02-24) -> 标注完成(2023-02-24) -> 标注验收通过(2023-02-24) 
DX,DX-BZ-2023-0029,16490,0号机20230221-23人工回流数据检测标注,储祥翠,任务完成,2023/2/23,2023/5/17,2023/2/26,0,3,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,6149,lustre,SH-40,1848.86,已确认,TRUE,创建(2023-02-23) -> 文件上传(2023-02-23) -> 文件上传成功(2023-02-23) -> 运营调整任务完成时间(2023-02-23) -> 审核通过(2023-02-23) -> 撤回任务(2023-02-23) -> 文件上传(2023-02-23) -> 重新提交任务(2023-02-23) -> 文件上传成功(2023-02-23) -> 运营调整任务完成时间(2023-02-24) -> 审核通过(2023-02-24) -> 标注完成(2023-02-25) -> 验收中有数据包被打回(2023-02-25) -> 标注完成(2023-02-25) -> 标注验收通过(2023-02-26) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0027,16363,麦当劳第二批,宫宇辰,任务完成,2023/2/20,2023/2/20,2023/2/23,3,3,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,21,lustre,ABUD,4.74,已确认,FALSE,创建(2023-02-20) -> 文件上传(2023-02-20) -> 文件上传成功(2023-02-20) -> 运营调整任务完成时间(2023-02-20) -> 审核通过(2023-02-20) -> 标注完成(2023-02-22) -> 标注验收通过(2023-02-23) 
DX,DX-BZ-2023-0028,16356,麦当劳标注,宫宇辰,任务完成,2023/2/20,2023/2/20,2023/2/22,2,2,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,16,lustre,ABUD,3.3,已确认,TRUE,创建(2023-02-20) -> 文件上传(2023-02-20) -> 文件上传失败(2023-02-20) -> 文件上传(2023-02-20) -> 重新提交任务(2023-02-20) -> 文件上传成功(2023-02-20) -> 运营调整任务完成时间(2023-02-20) -> 审核通过(2023-02-20) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-22) 
DX,DX-BZ-2023-0025,16348,静态星星,宫宇辰,任务完成,2023/2/17,2023/2/18,2023/2/23,5,6,2019,智能冰箱+SKU预研静态冰箱SCG00,R-SC220888.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,64583,lustre,SH-40,4436.85,已确认,TRUE,创建(2023-02-17) -> 文件上传(2023-02-17) -> 文件上传成功(2023-02-17) -> 运营调整任务完成时间(2023-02-17) -> 审核通过(2023-02-17) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-23) 
DX,DX-BZ-2023-0026,16339,20230207to15人工回流数据检测标注,储祥翠,任务完成,2023/2/17,2023/5/17,2023/2/22,0,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,20987,lustre,SH-40,5861.75,已确认,TRUE,创建(2023-02-17) -> 文件上传(2023-02-17) -> 文件上传成功(2023-02-17) -> 运营调整任务完成时间(2023-02-17) -> 审核通过(2023-02-17) -> 标注完成(2023-02-20) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-22) -> 标注验收通过(2023-02-22) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0021,16303,20230201生活用品—单sku检测标注,储祥翠,任务完成,2023/2/15,2023/2/18,2023/2/21,3,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5898,lustre,SH-40,590.13,已确认,FALSE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-18) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0022,16304,20230201生活用品—双sku检测标注,储祥翠,任务完成,2023/2/15,2023/5/17,2023/2/22,0,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5336,lustre,SH-40,814.37,已确认,TRUE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-17) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-21) -> 标注验收通过(2023-02-22) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0023,16305,20230201生活用品—混合sku检测标注,储祥翠,任务完成,2023/2/15,2023/5/17,2023/2/21,0,6,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3868,lustre,SH-40,585.8,已确认,TRUE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-17) -> 验收中有数据包被打回(2023-02-21) -> 标注完成(2023-02-21) -> 标注验收通过(2023-02-21) -> 运营调整任务完成时间(2023-05-17) 
DX,DX-BZ-2023-0024,16314,20230213上新检测标注,储祥翠,任务完成,2023/2/15,2023/2/18,2023/2/20,2,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4792,lustre,SH-40,679.86,已确认,FALSE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-18) -> 标注验收通过(2023-02-20) 
DX,DX-BZ-2023-0015,16266,20230208—冻柜双sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4756,lustre,SH-40,736.81,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0016,16265,20230208—冻柜单sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4326,lustre,SH-40,436.11,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0017,16262,20230207—双sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/17,3,8,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3486,lustre,SH-40,501.1,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 标注验收通过(2023-02-17) 
DX,DX-BZ-2023-0018,16263,20230207—混合sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/20,6,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1917,lustre,SH-40,239.76,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 标注验收通过(2023-02-20) 
DX,DX-BZ-2023-0019,16264,20230208—冻柜混合sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2758,lustre,SH-40,415.64,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0020,16261,20230207—单sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/9,2023/2/17,8,8,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3770,lustre,SH-40,381.08,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 标注验收通过(2023-02-17) 
DX,DX-BZ-2023-0014,16229,20230201to06人工回流数据检测标注,储祥翠,任务完成,2023/2/8,2023/2/9,2023/2/9,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1300,lustre,SH-40,344.25,已确认,TRUE,创建(2023-02-08) -> 文件上传(2023-02-08) -> 文件上传成功(2023-02-08) -> 运营调整任务完成时间(2023-02-08) -> 审核通过(2023-02-08) -> 任务标注中被运营撤回到审核中(2023-02-08) -> 运营调整任务完成时间(2023-02-08) -> 审核通过(2023-02-08) -> 标注完成(2023-02-09) -> 验收中有数据包被打回(2023-02-09) -> 标注完成(2023-02-09) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0013,16201,0号机—202301—双sku检测标注,储祥翠,任务完成,2023/2/3,2023/2/3,2023/2/14,11,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,8445,lustre,SH-40,1224.79,已确认,FALSE,创建(2023-02-03) -> 文件上传(2023-02-03) -> 文件上传成功(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 任务标注中被运营撤回到审核中(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 标注完成(2023-02-06) -> 标注验收通过(2023-02-14) 
DX,DX-BZ-2023-0011,16196,商品检测框标注,江心雨,任务完成,2023/2/2,2023/2/4,2023/2/9,5,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,482,lustre,SH-40,915.22,已确认,FALSE,创建(2023-02-02) -> 文件上传(2023-02-02) -> 文件上传成功(2023-02-02) -> 预标注数据上传成功(2023-02-02) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 任务标注中被运营撤回到审核中(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 标注完成(2023-02-04) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0012,16197,商品检测框标注,江心雨,任务完成,2023/2/2,2023/2/3,2023/2/9,6,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,554,lustre,SH-40,678.07,已确认,TRUE,创建(2023-02-02) -> 文件上传(2023-02-02) -> 文件上传成功(2023-02-02) -> 预标注数据上传成功(2023-02-02) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 标注完成(2023-02-04) -> 验收中有数据包被打回(2023-02-09) -> 标注完成(2023-02-09) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0010,16191,202301人工回流数据检测标注,储祥翠,任务完成,2023/2/1,2023/2/3,2023/2/6,3,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3526,lustre,SH-40,884.45,已确认,FALSE,创建(2023-02-01) -> 文件上传(2023-02-01) -> 文件上传成功(2023-02-01) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 标注完成(2023-02-03) -> 标注验收通过(2023-02-06) 
DX,DX-BZ-2023-0009,16168,nike检测框标注,储祥翠,任务完成,2023/1/30,2023/1/31,2023/1/31,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,13035,lustre,SH-40,2918.36,已确认,TRUE,创建(2023-01-30) -> 文件上传(2023-01-30) -> 文件上传失败(2023-01-30) -> 文件上传(2023-01-30) -> 重新提交任务(2023-01-30) -> 文件上传成功(2023-01-30) -> 运营调整任务完成时间(2023-01-30) -> 审核通过(2023-01-30) -> 标注完成(2023-01-31) -> 验收中有数据包被打回(2023-01-31) -> 标注完成(2023-01-31) -> 验收中有数据包被打回(2023-01-31) -> 标注完成(2023-01-31) -> 标注验收通过(2023-01-31) 
DX,DX-BZ-2023-0008,16159,篮球检测标注[与ID16017任务相同，跳过竞价][2022-12-23 13:04:08] 复制[15842][2022-12-29 16:04:50] 复制[15914][2023-01-05 1,敖一宸,任务完成,2023/1/18,2023/1/31,2023/1/29,0,11,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,8000,lustre,SH-40,514.58,已确认,FALSE,创建(2023-01-18) -> 文件上传(2023-01-18) -> 文件上传成功(2023-01-18) -> 运营调整任务完成时间(2023-01-18) -> 审核通过(2023-01-18) -> 标注完成(2023-01-28) -> 标注验收通过(2023-01-29) -> 运营调整任务完成时间(2023-01-31) 
DX,DX-BZ-2023-0007,16131,商品检测框标注,江心雨,任务完成,2023/1/14,2023/1/16,2023/1/30,14,16,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,554,lustre,SH-40,678.28,已确认,TRUE,创建(2023-01-14) -> 文件上传(2023-01-14) -> 文件上传成功(2023-01-14) -> 撤回任务(2023-01-14) -> 文件上传(2023-01-14) -> 重新提交任务(2023-01-14) -> 文件上传成功(2023-01-14) -> 撤回任务(2023-01-14) -> 文件上传(2023-01-14) -> 重新提交任务(2023-01-14) -> 文件上传成功(2023-01-14) -> 运营调整任务完成时间(2023-01-14) -> 审核通过(2023-01-14) -> 任务标注中被运营撤回到审核中(2023-01-14) -> 运营调整任务完成时间(2023-01-14) -> 审核通过(2023-01-14) -> 运营调整任务完成时间(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0005,16125,商品检测框标注,江心雨,任务完成,2023/1/13,2023/1/16,2023/1/30,14,17,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2434,lustre,SH-40,6086.61,已确认,FALSE,创建(2023-01-13) -> 文件上传(2023-01-13) -> 文件上传成功(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 任务标注中被运营撤回到审核中(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 标注完成(2023-01-16) -> 运营调整任务完成时间(2023-01-16) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0006,16119,商品检测框标注,江心雨,任务完成,2023/1/13,2023/1/16,2023/1/30,14,17,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,482,lustre,SH-40,913.79,已确认,TRUE,创建(2023-01-13) -> 文件上传(2023-01-13) -> 文件上传成功(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 标注完成(2023-01-14) -> 运营调整任务完成时间(2023-01-16) -> 验收中有数据包被打回(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0004,16109,有检测预标注wtt场地人体检测和关键点标注(需要对检测标注竞价),冯律,任务完成,2023/1/12,2023/1/16,2023/2/11,26,30,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5004,lustre,SH-40,21602.33,已确认,FALSE,创建(2023-01-12) -> 文件上传(2023-01-12) -> 文件上传成功(2023-01-12) -> 预标注数据上传成功(2023-01-12) -> 运营调整任务完成时间(2023-01-12) -> 审核通过(2023-01-12) -> 标注完成(2023-01-16) -> 运营调整任务完成时间(2023-01-16) -> 标注验收通过(2023-02-11) 
DX,DX-BZ-2023-0002,16017,篮球检测标注[与ID15914任务相同，跳过竞价][2022-12-23 13:04:08] 复制[15842][2022-12-29 16:04:50] 复制[15914][2023-01-05 1,敖一宸,任务完成,2023/1/5,2023/1/9,2023/1/9,0,4,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,10000,lustre,SH-40,935.95,已确认,FALSE,创建(2023-01-05) -> 文件上传(2023-01-05) -> 文件上传成功(2023-01-05) -> 撤回任务(2023-01-05) -> 文件上传(2023-01-05) -> 重新提交任务(2023-01-05) -> 文件上传成功(2023-01-05) -> 运营调整任务完成时间(2023-01-06) -> 审核通过(2023-01-06) -> 标注完成(2023-01-09) -> 标注验收通过(2023-01-09) 
DX,DX-BZ-2023-0001,15965,wtt场地人体检测和特定区域人体29关键点标注(跳过竞价),冯律,任务完成,2023/1/4,2023/1/7,2023/1/16,9,12,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5040,lustre,SH-40,22314.99,已确认,FALSE,创建(2023-01-04) -> 文件上传(2023-01-04) -> 文件上传成功(2023-01-04) -> 运营调整任务完成时间(2023-01-04) -> 审核通过(2023-01-04) -> 运营调整任务完成时间(2023-01-04) -> 运营调整任务完成时间(2023-01-06) -> 标注完成(2023-01-07) -> 标注验收通过(2023-01-16) 